,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
246231741.jpg#3r1c,246231741.jpg#3r1c,n,"[0.04, 0.8, 0.16]","[4, 80, 16]",0.8663137138648348,n,"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']",Two German sheperds snarling at each other.,Two puppies are play fighting.,80.0,4.0,16.0,c
7173663269.jpg#2r1n,7173663269.jpg#2r1n,n,"[0.19, 0.71, 0.1]","[19, 71, 10]",1.1382366978833829,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']","Three men playing cricket wearing all white, with one man wearing a blue helmet.",Two teams battle it out in cricket.,71.0,19.0,10.0,n
4249864955.jpg#4r1e,4249864955.jpg#4r1e,n,"[0.07, 0.92, 0.01]","[7, 92, 1]",0.4456643456582405,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A child wearing a red shirt playing.,A child wearing a red shirt playing outside.,92.0,7.0,1.0,e
4249864955.jpg#4r1n,4249864955.jpg#4r1n,n,"[0.09, 0.91, 0.0]","[9, 91, 0]",0.4364698170641029,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",A child wearing a red shirt playing.,A child wearing a red shirt playing a game inside.,91.0,9.0,0.0,n
7425128736.jpg#0r1c,7425128736.jpg#0r1c,c,"[0.08, 0.43, 0.49]","[8, 43, 49]",1.3193545216363707,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",Three indoor track cyclist are being held balanced in place at the starting line by three attendants.,These three cyclists rest their feet on the floor.,43.0,8.0,49.0,c
7425128736.jpg#0r1e,7425128736.jpg#0r1e,e,"[0.76, 0.24, 0.0]","[76, 24, 0]",0.7950402793845223,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",Three indoor track cyclist are being held balanced in place at the starting line by three attendants.,Three cyclists are preparing to race.,24.0,76.0,0.0,e
3473742715.jpg#2r1c,3473742715.jpg#2r1c,c,"[0.2, 0.03, 0.77]","[20, 3, 77]",0.9064960594405436,e,"['contradiction', 'entailment', 'entailment', 'contradiction', 'entailment']",What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The taller bald white man is standing by the short black man.,3.0,20.0,77.0,c
3473742715.jpg#2r1e,3473742715.jpg#2r1e,e,"[0.95, 0.05, 0.0]","[95, 5, 0]",0.2863969571159562,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The tall bald white man is sitting down.,5.0,95.0,0.0,e
2072268965.jpg#4r1e,2072268965.jpg#4r1e,e,"[0.85, 0.15, 0.0]","[85, 15, 0]",0.6098403047164005,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",Making something tasty hope you like lemons!,Preparing food with lemons,15.0,85.0,0.0,e
3402502423.jpg#3r1e,3402502423.jpg#3r1e,e,"[0.55, 0.45, 0.0]","[55, 45, 0]",0.9927744539878083,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A young man rolling up the sleeves on his sweater.,The teenager touches his sweater.,45.0,55.0,0.0,e
1901514112.jpg#1r1n,1901514112.jpg#1r1n,n,"[0.17, 0.83, 0.0]","[17, 83, 0]",0.6577047787442195,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",Adults with their kids are riding on a small red train.,A family is riding the small train at an amusement park.,83.0,17.0,0.0,n
90168112.jpg#4r1c,90168112.jpg#4r1c,n,"[0.0, 0.68, 0.32]","[0, 68, 32]",0.9043814577244939,n,"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']",A little girl plays in the ocean on the beach.,The girl is afraid of the sand.,68.0,0.0,32.0,c
6824701719.jpg#3r1c,6824701719.jpg#3r1c,n,"[0.01, 0.81, 0.18]","[1, 81, 18]",0.7579911871785623,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",Two young boys have a conversation with one and other.,Two boys are laughing.,81.0,1.0,18.0,c
2001867714.jpg#2r1e,2001867714.jpg#2r1e,e,"[0.99, 0.01, 0.0]","[99, 1, 0]",0.08079313589591118,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A man in a blue shirt and red hat is looking at a torch.,A man is wearing clothes.,1.0,99.0,0.0,e
3692593096.jpg#1r1c,3692593096.jpg#1r1c,c,"[0.03, 0.28, 0.69]","[3, 28, 69]",1.0353660614000244,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",Small red airplane flies over mountaintop dropping red substance over fire.,the plane is crashing,28.0,3.0,69.0,c
3692593096.jpg#1r1n,3692593096.jpg#1r1n,e,"[0.59, 0.35, 0.06]","[59, 35, 6]",1.2227499846772307,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",Small red airplane flies over mountaintop dropping red substance over fire.,the plane is a firefighter.,35.0,59.0,6.0,n
3327487011.jpg#0r1e,3327487011.jpg#0r1e,n,"[0.24, 0.73, 0.03]","[24, 73, 3]",0.9773443865976,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",A classroom full of students is looking in the same direction inside a bamboo structure.,A group of students are taking a tour of a bamboo structure.,73.0,24.0,3.0,e
4940921321.jpg#2r1n,4940921321.jpg#2r1n,n,"[0.02, 0.94, 0.04]","[2, 94, 4]",0.38254266919774566,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",An overweight man riding a bicycle to work,The man is riding a homemade bicycle.,94.0,2.0,4.0,n
4963375436.jpg#3r1n,4963375436.jpg#3r1n,n,"[0.0, 0.76, 0.24]","[0, 76, 24]",0.7950402793845223,n,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']",Girl in purple jacket leaning against a wall.,A lady is waiting in line at a concert.,76.0,0.0,24.0,n
1100214449.jpg#1r1n,1100214449.jpg#1r1n,n,"[0.09, 0.89, 0.02]","[9, 89, 2]",0.5751601860848226,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",A boy in s striped shirt is jumping in front of a water fountain.,A boy jumps in a crowded area by a fountain.,89.0,9.0,2.0,n
2744705574.jpg#2r1n,2744705574.jpg#2r1n,n,"[0.0, 1.0, 0.0]","[0, 100, 0]",0.0,n,"['neutral', 'neutral', 'contradiction', 'contradiction', 'neutral']",A dog holding a Frisbee walking in the water.,The frisbee is orange.,100.0,0.0,0.0,n
3366424545.jpg#2r1n,3366424545.jpg#2r1n,e,"[0.84, 0.11, 0.05]","[84, 11, 5]",0.7776756718460952,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",3 people having coffee outside of a museum.,3 people are outside trying to have a drink.,11.0,84.0,5.0,n
3732914946.jpg#1r1e,3732914946.jpg#1r1e,n,"[0.15, 0.85, 0.0]","[15, 85, 0]",0.6098403047164005,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",A woman is eating at a table as people walk by.,A woman is eating her meal at a resturant.,85.0,15.0,0.0,e
2118681098.jpg#0r1e,2118681098.jpg#0r1e,e,"[0.61, 0.39, 0.0]","[61, 39, 0]",0.9647995485050873,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A man wearing a blue sweatshirt and a white hard hat is working on a construction project.,The man is a construction worker.,39.0,61.0,0.0,e
3105691757.jpg#1r1n,3105691757.jpg#1r1n,n,"[0.48, 0.52, 0.0]","[48, 52, 0]",0.9988455359952018,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A parade of people is marching in Santa costumes on a city street.,A group is walking in a christmas parade,52.0,48.0,0.0,n
5960769829.jpg#3r1e,5960769829.jpg#3r1e,e,"[0.76, 0.03, 0.21]","[76, 3, 21]",0.9254957457524254,e,"['entailment', 'entailment', 'contradiction', 'entailment', 'neutral']",A person in an orange kayak navigates white water rapids.,A PERSON IS IN A BOAT.,3.0,76.0,21.0,e
5340461911.jpg#3r1e,5340461911.jpg#3r1e,e,"[0.6, 0.32, 0.08]","[60, 32, 8]",1.2597218324096136,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",in a girls basketball game she is shooting a foul shot,The girl is taking extra shots fro the line.,32.0,60.0,8.0,e
2087317114.jpg#2r1e,2087317114.jpg#2r1e,e,"[0.8, 0.02, 0.18]","[80, 2, 18]",0.8157272136052186,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A man in a small kayak is floating down the river.,A man is in a boat.,2.0,80.0,18.0,e
3538719941.jpg#1r1c,3538719941.jpg#1r1c,c,"[0.07, 0.28, 0.65]","[7, 28, 65]",1.1867428885860678,c,"['contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction']",A woman wearing a large bandanna around her neck is sitting at a table putting poker chips into a plastic bag.,a woman is standing at a table playing poker.,28.0,7.0,65.0,c
480048562.jpg#0r1n,480048562.jpg#0r1n,n,"[0.23, 0.75, 0.02]","[23, 75, 2]",0.911822922009701,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon.,An olympic gymnast is waving a ribbon.,75.0,23.0,2.0,n
480048562.jpg#0r1c,480048562.jpg#0r1c,n,"[0.02, 0.73, 0.25]","[2, 73, 25]",0.944320214348631,n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']",A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon.,A gymnast is strecthing before the match.,73.0,2.0,25.0,c
219301555.jpg#1r1n,219301555.jpg#1r1n,n,"[0.24, 0.68, 0.08]","[24, 68, 8]",1.1639904575514164,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",An extremely wet woman is wading in front of a waterfall.,A dripping wet woman walks in front of a waterfall after swimming.,68.0,24.0,8.0,n
482642539.jpg#2r1n,482642539.jpg#2r1n,e,"[0.71, 0.28, 0.01]","[71, 28, 1]",0.9314763567502714,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A blond child is hiding behind a wooden post.,The child might be outside.,28.0,71.0,1.0,n
2303609756.jpg#0r1n,2303609756.jpg#0r1n,n,"[0.14, 0.85, 0.01]","[14, 85, 1]",0.6628442049696137,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']","A male gymnast from Romania, wearing all red, holding himself vertically while upside-down on rings suspended in the air.",The gymnast is a professional.,85.0,14.0,1.0,n
6907789234.jpg#3r1e,6907789234.jpg#3r1e,e,"[0.65, 0.3, 0.05]","[65, 30, 5]",1.1411535278793055,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A horse and rider on a steeplechase course.,A jockey is riding a horse.,30.0,65.0,5.0,e
6907789234.jpg#3r1c,6907789234.jpg#3r1c,c,"[0.02, 0.16, 0.82]","[2, 16, 82]",0.7706635459878962,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",A horse and rider on a steeplechase course.,Three horses are playing in a field together.,16.0,2.0,82.0,c
3257107194.jpg#2r1n,3257107194.jpg#2r1n,n,"[0.0, 0.73, 0.27]","[0, 73, 27]",0.8414646362081756,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",Two men climb onto tires while sitting in the muddy water.,two men are looking for a lost ring,73.0,0.0,27.0,n
2469286433.jpg#4r1n,2469286433.jpg#4r1n,n,"[0.47, 0.53, 0.0]","[47, 53, 0]",0.9974015885677396,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",Two men are trying to kick each other.,Two men are having a brawl.,53.0,47.0,0.0,n
4628337496.jpg#3r1n,4628337496.jpg#3r1n,n,"[0.31, 0.69, 0.0]","[31, 69, 0]",0.8931734583778568,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A woman shielding her face from the sun with a colorful umbrella.,The woman is concerned about sun damage.,69.0,31.0,0.0,n
4044612196.jpg#2r1e,4044612196.jpg#2r1e,n,"[0.25, 0.74, 0.01]","[25, 74, 1]",0.8878966517656207,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",Construction workers walk towards their next job.,The workers are walking outside,74.0,25.0,1.0,e
238269802.jpg#3r1n,238269802.jpg#3r1n,n,"[0.0, 0.74, 0.26]","[0, 74, 26]",0.8267463724926178,c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']",A small child is sitting on a stump in a forest clearing.,a little boy is playing hide and seek in the woods,74.0,0.0,26.0,n
3366377833.jpg#1r1e,3366377833.jpg#1r1e,n,"[0.46, 0.53, 0.01]","[46, 53, 1]",1.0672198490700033,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",Two guys are on a baseball field and one is about to hit the base.a group,One of the guys is a batter.,53.0,46.0,1.0,e
5332472316.jpg#3r1c,5332472316.jpg#3r1c,c,"[0.0, 0.18, 0.82]","[0, 18, 82]",0.6800770457282799,c,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",Two females and one male looking at various merchandise.,Two girls and one man are destroying merchandise.,18.0,0.0,82.0,c
628483212.jpg#4r1e,628483212.jpg#4r1e,n,"[0.33, 0.64, 0.03]","[33, 64, 3]",1.0916572553648003,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",Two teen girls relax on a black futon.,Two young girls are sitting inside.,64.0,33.0,3.0,e
297556640.jpg#0r1c,297556640.jpg#0r1c,n,"[0.02, 0.55, 0.43]","[2, 55, 43]",1.1108145028142598,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air.,A band plays at a beach party.,55.0,2.0,43.0,c
562242613.jpg#4r1e,562242613.jpg#4r1e,e,"[0.65, 0.35, 0.0]","[65, 35, 0]",0.9340680553754911,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A farmer gives a tour of his farm to local families,people are outside,35.0,65.0,0.0,e
2772793352.jpg#0r1n,2772793352.jpg#0r1n,n,"[0.0, 0.8, 0.2]","[0, 80, 20]",0.7219280948873623,n,"['neutral', 'entailment', 'contradiction', 'neutral', 'neutral']",Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair.,The children are getting ready for anap.,80.0,0.0,20.0,n
2772793352.jpg#0r1e,2772793352.jpg#0r1e,n,"[0.29, 0.56, 0.15]","[29, 56, 15]",1.3968893554941928,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair.,Two children are on the lawn.,56.0,29.0,15.0,e
2966138584.jpg#0r1n,2966138584.jpg#0r1n,e,"[0.78, 0.15, 0.07]","[78, 15, 7]",0.9586940251768609,n,"['neutral', 'contradiction', 'neutral', 'entailment', 'neutral']","On a sunny day, in a lush, green field, one small girl inspects a rock while her friend goes off in another direction.",A girl watches something,15.0,78.0,7.0,n
845623658.jpg#3r1e,845623658.jpg#3r1e,e,"[0.89, 0.09, 0.02]","[89, 9, 2]",0.5751601860848226,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']","People in a warehouse, with one man kicking a bag.",People inside.,9.0,89.0,2.0,e
845623658.jpg#3r1n,845623658.jpg#3r1n,n,"[0.09, 0.75, 0.16]","[9, 75, 16]",1.0469489217730061,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'entailment']","People in a warehouse, with one man kicking a bag.",A group of people playing a game by kicking a bag around.,75.0,9.0,16.0,n
2218907190.jpg#1r1e,2218907190.jpg#1r1e,e,"[0.97, 0.03, 0.0]","[97, 3, 0]",0.1943918578315762,e,"['entailment', 'entailment', 'entailment', 'contradiction', 'contradiction']",A dog begins to climb a brick staircase near plants.,A dog is going up the stairs.,3.0,97.0,0.0,e
36026845.jpg#2r1e,36026845.jpg#2r1e,e,"[0.54, 0.46, 0.0]","[54, 46, 0]",0.9953784388202258,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",Two workers wearing orange vests are working on treads.,Two men are co-workers.,46.0,54.0,0.0,e
1998255400.jpg#2r1n,1998255400.jpg#2r1n,e,"[0.83, 0.16, 0.01]","[83, 16, 1]",0.7125734617567773,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",Three dogs drinking water at a public spigot.,Dogs drink from a public city supplied water supply.,16.0,83.0,1.0,n
5595612913.jpg#0r1e,5595612913.jpg#0r1e,e,"[0.96, 0.04, 0.0]","[96, 4, 0]",0.24229218908241482,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A local policeman standing in front of the counter with complete equipments belted to his waist.,A local policeman standing in front of the counter,4.0,96.0,0.0,e
3260088697.jpg#4r1e,3260088697.jpg#4r1e,e,"[0.68, 0.23, 0.09]","[68, 23, 9]",1.178668957701573,e,"['entailment', 'contradiction', 'entailment', 'entailment', 'neutral']",A boy plays in the surf.,A boy is playing on the beach.,23.0,68.0,9.0,e
4661070058.jpg#0r1n,4661070058.jpg#0r1n,n,"[0.0, 0.67, 0.33]","[0, 67, 33]",0.9149263727797277,n,"['neutral', 'neutral', 'contradiction', 'contradiction', 'neutral']",A busy street scene on a rainy day full of umbrella toting walkers.,A bunch of people wearing glasses.,67.0,0.0,33.0,n
3201594926.jpg#3r1n,3201594926.jpg#3r1n,n,"[0.02, 0.93, 0.05]","[2, 93, 5]",0.4263420906998873,n,"['neutral', 'neutral', 'neutral', 'entailment', 'contradiction']",a woman walks with her big purse.,Crowded street with a woman moving around,93.0,2.0,5.0,n
3201594926.jpg#3r1e,3201594926.jpg#3r1e,n,"[0.01, 0.91, 0.08]","[1, 91, 8]",0.48176306719391104,n,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral']",a woman walks with her big purse.,A beautiful female passing by crowd,91.0,1.0,8.0,e
3026374370.jpg#1r1e,3026374370.jpg#1r1e,n,"[0.49, 0.5, 0.01]","[49, 50, 1]",1.0707202712709103,n,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']","a crowd gather together, all looking in the same direction.",A large crowd is curious about something.,50.0,49.0,1.0,e
3026374370.jpg#1r1c,3026374370.jpg#1r1c,n,"[0.0, 0.59, 0.41]","[0, 59, 41]",0.9765004687578241,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']","a crowd gather together, all looking in the same direction.",A large crowd are pulling a long rope.,59.0,0.0,41.0,c
3244632670.jpg#1r1e,3244632670.jpg#1r1e,e,"[0.48, 0.46, 0.06]","[48, 46, 6]",1.2671379395990745,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid.,a chef speaks into a microphone near a bowl,46.0,48.0,6.0,e
3244632670.jpg#1r1c,3244632670.jpg#1r1c,c,"[0.01, 0.21, 0.78]","[1, 21, 78]",0.8188558002786313,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",A chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid.,A chef jumps,21.0,1.0,78.0,c
711689801.jpg#2r1n,711689801.jpg#2r1n,n,"[0.05, 0.94, 0.01]","[5, 94, 1]",0.3664462644533775,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",Children standing and climbing near a fountain.,Children standing and climbing near a fountain after school.,94.0,5.0,1.0,n
711689801.jpg#2r1c,711689801.jpg#2r1c,c,"[0.02, 0.38, 0.6]","[2, 38, 60]",1.0855093773010513,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",Children standing and climbing near a fountain.,Children running around playing tag.,38.0,2.0,60.0,c
4876504906.jpg#4r1e,4876504906.jpg#4r1e,e,"[0.54, 0.44, 0.02]","[54, 44, 2]",1.1140670264060408,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",Male nun smoking a cigarette.,Male nun is inhaling.,44.0,54.0,2.0,e
642987597.jpg#1r1n,642987597.jpg#1r1n,e,"[0.66, 0.33, 0.01]","[66, 33, 1]",0.9899060116098558,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A little brown-haired girl up in a tree.,A girl climbed up the tree.,33.0,66.0,1.0,n
4104001356.jpg#4r1n,4104001356.jpg#4r1n,n,"[0.11, 0.87, 0.02]","[11, 87, 2]",0.6379578703362284,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",School kids all in blue backpacks.,Female school students in uniforms all in blue backpacks.,87.0,11.0,2.0,n
6085363550.jpg#0r1n,6085363550.jpg#0r1n,n,"[0.24, 0.72, 0.04]","[24, 72, 4]",1.0211191885631823,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']","Dozens of street performers in fuchsia, red, yellow and black outfits are dancing and singing along a city street.",The people were singing and dancing in a parade.,72.0,24.0,4.0,n
260520547.jpg#1r1n,260520547.jpg#1r1n,n,"[0.0, 0.98, 0.02]","[0, 98, 2]",0.14144054254182067,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'entailment']",A group of people are walking down a sidewalk beside the beach.,The people plan to go tanning on the beach.,98.0,0.0,2.0,n
4636978915.jpg#0r1e,4636978915.jpg#0r1e,e,"[0.77, 0.22, 0.01]","[77, 22, 1]",0.8373555973394453,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park.,A male with clothes on is in front of another male in a crowded park.,22.0,77.0,1.0,e
4636978915.jpg#0r1c,4636978915.jpg#0r1c,c,"[0.01, 0.09, 0.9]","[1, 9, 90]",0.5158951529482093,c,"['contradiction', 'entailment', 'neutral', 'contradiction', 'contradiction']",A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park.,A business man is fishing alone in the middle of the Pacific ocean.,9.0,1.0,90.0,c
4859795235.jpg#1r1n,4859795235.jpg#1r1n,n,"[0.05, 0.81, 0.14]","[5, 81, 14]",0.859451593605746,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",A man in a black shirt holding cloth next to a wooded structure as people walk around it.,A man sells handkerchiefs near a grove of trees while people pass by.,81.0,5.0,14.0,n
4704578554.jpg#3r1e,4704578554.jpg#3r1e,e,"[0.88, 0.12, 0.0]","[88, 12, 0]",0.5293608652873644,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",An elderly gentleman ransacking a waste container.,An old man looks through a garbage can.,12.0,88.0,0.0,e
4635783933.jpg#1r1n,4635783933.jpg#1r1n,n,"[0.09, 0.88, 0.03]","[9, 88, 3]",0.6267142402224604,n,"['neutral', 'neutral', 'entailment', 'neutral', 'contradiction']",a group of people walking down road heading away from the camera.,"A group of guys walk down the road towards a bar, backs facing the camera.",88.0,9.0,3.0,n
6473658975.jpg#3r1n,6473658975.jpg#3r1n,n,"[0.28, 0.71, 0.01]","[28, 71, 1]",0.9314763567502714,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",The couple are wearing glasses intended for 3D movies.,A couple is going to watch a 3D movie.,71.0,28.0,1.0,n
2667126590.jpg#1r1c,2667126590.jpg#1r1c,c,"[0.0, 0.4, 0.6]","[0, 40, 60]",0.9709505944546688,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']","A blond woman wearing a blue and pink floral tie-front bikini on a beach, readying to put a flagpole in the sand.",The beach is empty,40.0,0.0,60.0,c
2244171992.jpg#1r1e,2244171992.jpg#1r1e,e,"[0.69, 0.29, 0.02]","[69, 29, 2]",1.0001598260107922,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",Uniformed schoolgirls are walking together on the street.,The girls attend school.,29.0,69.0,2.0,e
2151300603.jpg#0r1e,2151300603.jpg#0r1e,e,"[0.96, 0.02, 0.02]","[96, 2, 2]",0.2822921890824148,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A woman is sitting at a desk near to a window that has a huge picture of a hand painted on it.,A person sitting,2.0,96.0,2.0,e
200797624.jpg#0r1n,200797624.jpg#0r1n,c,"[0.01, 0.06, 0.93]","[1, 6, 93]",0.4073407454009861,c,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",Military troops are gathered together and some are using tongs to turn over a variety of food on grill racks over coals.,Troops are marching,6.0,1.0,93.0,n
3220650628.jpg#3r1e,3220650628.jpg#3r1e,n,"[0.46, 0.54, 0.0]","[46, 54, 0]",0.9953784388202258,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A group of people gathered to watch fireworks.,Everyone is outside looking into the sky.,54.0,46.0,0.0,e
3220650628.jpg#3r1c,3220650628.jpg#3r1c,n,"[0.0, 0.73, 0.27]","[0, 73, 27]",0.8414646362081756,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'entailment']",A group of people gathered to watch fireworks.,The group gathered inside the house.,73.0,0.0,27.0,c
4519902281.jpg#1r1c,4519902281.jpg#1r1c,n,"[0.0, 0.77, 0.23]","[0, 77, 23]",0.7780113035465377,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']","A child in a red jacket, waist deep in a pit on the beach.",A child is building a sandcastle on the beach.,77.0,0.0,23.0,c
4519902281.jpg#1r1n,4519902281.jpg#1r1n,n,"[0.03, 0.88, 0.09]","[3, 88, 9]",0.6267142402224604,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']","A child in a red jacket, waist deep in a pit on the beach.",A girl is digging a hole to lay in on the beach.,88.0,3.0,9.0,n
4502489690.jpg#4r1e,4502489690.jpg#4r1e,e,"[0.72, 0.27, 0.01]","[72, 27, 1]",0.9176905631521234,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A view down the train tracks in a large city.,A view outdoors.,27.0,72.0,1.0,e
4502489690.jpg#4r1n,4502489690.jpg#4r1n,n,"[0.01, 0.6, 0.39]","[1, 60, 39]",1.0384149670533367,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",A view down the train tracks in a large city.,A view from a bridge.,60.0,1.0,39.0,n
74244744.jpg#0r1e,74244744.jpg#0r1e,e,"[0.93, 0.06, 0.01]","[93, 6, 1]",0.4073407454009861,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",A male bartender dressed in all black with his sleeves rolled up to elbow height making a drink in a martini glass.,A person in black,6.0,93.0,1.0,e
4979886037.jpg#3r1n,4979886037.jpg#3r1n,n,"[0.08, 0.92, 0.0]","[8, 92, 0]",0.4021791902022729,n,"['neutral', 'neutral', 'entailment', 'contradiction', 'neutral']",A smiling costumed woman is holding an umbrella.,A happy woman in a fairy costume holds an umbrella.,92.0,8.0,0.0,n
4393476043.jpg#0r1n,4393476043.jpg#0r1n,n,"[0.18, 0.79, 0.03]","[18, 79, 3]",0.8657340234335624,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']","Man in gray zippered jacket and red shirt pets a brown dog and holds a young girl in pink shirt, while a woman next to him holds an infant boy and a gray dog.",A man holds a small child while petting his dog with his girlfriend is holding her son and her dog.,79.0,18.0,3.0,n
4393476043.jpg#0r1e,4393476043.jpg#0r1e,e,"[0.7, 0.28, 0.02]","[70, 28, 2]",0.987298699737119,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']","Man in gray zippered jacket and red shirt pets a brown dog and holds a young girl in pink shirt, while a woman next to him holds an infant boy and a gray dog.",A man in a jacket holds a small child while petting his dog near a woman holding a small boy and her dog.,28.0,70.0,2.0,e
2741802133.jpg#0r1e,2741802133.jpg#0r1e,e,"[0.77, 0.12, 0.11]","[77, 12, 11]",1.0076975753030093,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']","Three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street.",Three men are playing outside,12.0,77.0,11.0,e
2741802133.jpg#0r1n,2741802133.jpg#0r1n,n,"[0.02, 0.88, 0.1]","[2, 88, 10]",0.6073635558851669,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']","Three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street.",Three men are trying to attract a crowd and take them to a bar where they will be playing later,88.0,2.0,10.0,n
